"hanZi","unicode","gbk","pinYin","buShou","biHua","wuXing","fanTi","wuBi"
"鶆","0x9d86","f984","lái","鳥","19","null","鶆","SWWO"
"鶇","0x9d87","f985","dōng","鳥","19","null","null","GJIO"
"鶈","0x9d88","f986","qī","鳥","19","null","鶈","GVHO"
"鶉","0x9d89","f987","chún","鳥","19","null","null","YBWO"
"鶊","0x9d8a","f988","gēng","鳥","19","null","null","YVWO"
"鶋","0x9d8b","f989","jū","鳥","19","null","鶋","NDWO"
"鶌","0x9d8c","f98a","qū","鳥","19","null","鶌","NBMO"
"鶍","0x9d8d","f98b","yì","鳥","19","null","鶍","JQRO"
"鶎","0x9d8e","f98c","zūn","鳥","19","null","鶎","PFIO"
"鶏","0x9d8f","f98d","jī","鳥","19","null","鶏","EFWO"
"鶐","0x9d90","f98e","shù","鳥","19","null","鶐","SYPO"
"鶑","0x9d91","f98f","yīng","鳥","19","null","鶑","OOWO"
"鶒","0x9d92","f990","chì","鳥","20","null","鶒","GKIO"
"鶓","0x9d93","f991","miáo","鳥","19","null","null","ALWO"
"鶔","0x9d94","f992","róu","鳥","20","null","鶔","CBTO"
"鶕","0x9d95","f993","ān","鳥","20","null","鶕","UJWO"
"鶖","0x9d96","f994","qiū","鳥","20","null","null","TOWO"
"鶗","0x9d97","f995","tí chí","鳥","20","null","鶗","JGHO"
"鶘","0x9d98","f996","hú","鳥","20","null","null","DEWO"
"鶙","0x9d99","f997","tí chí","鳥","20","null","鶙","UPMO"
"鶚","0x9d9a","f998","è","鳥","20","null","null","KKFO"
"鶛","0x9d9b","f999","jiē","鳥","20","null","鶛","XXRO"
"鶜","0x9d9c","f99a","máo","鳥","19","null","鶜","ACBO"
"鶝","0x9d9d","f99b","fú bì","鳥","20","null","鶝","GKLO"
"鶞","0x9d9e","f99c","chūn","鳥","20","null","鶞","RFHO"
"鶟","0x9d9f","f99d","tú","鳥","20","null","鶟","PWDO"
"鶠","0x9da0","f99e","yǎn","鳥","20","null","鶠","AJVO"
"鶡","0x9da1","f99f","hé jiè","鳥","20","null","null","JQWO"
"鶢","0x9da2","f9a0","yuán","鳥","20","null","鶢","EFTO"
"鶣","0x9da3","fa40","piān biǎn","鳥","20","null","鶣","YNMO"
"鶤","0x9da4","fa41","kūn","鳥","20","null","鶤","PLWO"
"鶥","0x9da5","fa42","méi","鳥","20","null","null","NHWO"
"鶦","0x9da6","fa43","hú","鳥","20","null","鶦","DEWO"
"鶧","0x9da7","fa44","yīng","鳥","19","null","鶧","AMDO"
"鶨","0x9da8","fa45","chuàn zhì","鳥","20","null","鶨","XEWO"
"鶩","0x9da9","fa46","wù","鳥","20","null","null","CBTO"
"鶪","0x9daa","fa47","jú","鳥","20","null","null","HDWO"
"鶫","0x9dab","fa48","dōng","鳥","20","null","鶫","GLIO"
"鶬","0x9dac","fa49","cāng qiāng","鳥","21","null","null","WYVO"
"鶭","0x9dad","fa4a","fǎng","鳥","21","null","鶭","XYWO"
"鶮","0x9dae","fa4b","hè hú","鳥","21","null","鶮","YMKO"
"鶯","0x9daf","fa4c","yīng","鳥","21","null","null","OOPO"
"鶰","0x9db0","fa4d","yuán","鳥","21","null","鶰","KMWO"
"鶱","0x9db1","fa4e","xiān","鳥","21","null","鶱","PFJO"
"鶲","0x9db2","fa4f","wēng","鳥","21","null","null","WCNO"
"鶳","0x9db3","fa50","shī","鳥","21","null","鶳","WVGH"
"鶴","0x9db4","fa51","hè","鳥","21","null","null","PWYO"
"鶵","0x9db5","fa52","chú","鳥","21","null","鶵","QBTO"
"鶶","0x9db6","fa53","táng","鳥","21","null","鶶","YVHO"
"鶷","0x9db7","fa54","xiá","鳥","21","null","鶷","PDHO"
"鶸","0x9db8","fa55","ruò","鳥","21","null","鶸","XUXO"
"鶹","0x9db9","fa56","liú","鳥","21","null","null","QYVO"
"鶺","0x9dba","fa57","jī","鳥","21","null","null","IWEO"
"鶻","0x9dbb","fa58","gǔ hú","鳥","20","null","null","MEWO"
"鶼","0x9dbc","fa59","jiān","鳥","21","null","null","UVOO"
"鶽","0x9dbd","fa5a","sǔn xùn","鳥","21","null","鶽","WYFO"
"鶾","0x9dbe","fa5b","hàn","鳥","21","null","鶾","FJWO"
"鶿","0x9dbf","fa5c","cí","鳥","20","null","鶿","UXXO"
"鷀","0x9dc0","fa5d","cí","鳥","20","null","null","UXXO"
"鷁","0x9dc1","fa5e","yì","鳥","21","null","null","UWLO"
"鷂","0x9dc2","fa5f","yào","鳥","21","null","null","ERMO"
"鷃","0x9dc3","fa60","yàn","鳥","21","null","鷃","JPVO"
"鷄","0x9dc4","fa61","jī","鳥","21","null","null","EXDO"
"鷅","0x9dc5","fa62","lì","鳥","21","null","鷅","SSWO"
"鷆","0x9dc6","fa63","tián","鳥","21","null","鷆","XHNO"
"鷇","0x9dc7","fa64","kòu","鳥","21","null","鷇","FPDC"
"鷈","0x9dc8","fa65","tī","鳥","21","null","鷈","WVGM"
"鷉","0x9dc9","fa66","tī","鳥","21","null","null","RHAO"
"鷊","0x9dca","fa67","yì","鳥","21","null","null","GKMO"
"鷋","0x9dcb","fa68","tú","鳥","21","null","鷋","AWTO"
"鷌","0x9dcc","fa69","mǎ","鳥","21","null","鷌","WVGC"
"鷍","0x9dcd","fa6a","xiāo","鳥","21","null","鷍","THSO"
"鷎","0x9dce","fa6b","gāo","鳥","21","null","鷎","RDFO"
"鷏","0x9dcf","fa6c","tián","鳥","21","null","鷏","FHWO"
"鷐","0x9dd0","fa6d","chén","鳥","22","null","鷐","JDFO"
"鷑","0x9dd1","fa6e","jì","鳥","22","null","鷑","TUWO"
"鷒","0x9dd2","fa6f","tuán","鳥","22","null","鷒","GJHO"
"鷓","0x9dd3","fa70","zhè","鳥","22","null","null","YAOO"
"鷔","0x9dd4","fa71","áo","鳥","21","null","鷔","GQTO"
"鷕","0x9dd5","fa72","yǎo","鳥","22","null","鷕","KWYO"
"鷖","0x9dd6","fa73","yī","鳥","22","null","鷖","ATDO"
"鷗","0x9dd7","fa74","ōu","鳥","22","null","null","AKKO"
"鷘","0x9dd8","fa75","chì","鳥","22","null","鷘","GKIO"
"鷙","0x9dd9","fa76","zhì","鳥","22","null","null","FUFO"
"鷚","0x9dda","fa77","liù","鳥","22","null","null","NWEO"
"鷛","0x9ddb","fa78","yōng","鳥","22","null","鷛","YVEO"
"鷜","0x9ddc","fa79","lóu lǚ","鳥","22","null","鷜","KGKO"
"鷝","0x9ddd","fa7a","bì","鳥","21","null","鷝","JAFO"
"鷞","0x9dde","fa7b","shuāng","鳥","22","null","鷞","DQQO"
"鷟","0x9ddf","fa7c","zhuó","鳥","22","null","鷟","YTTO"
"鷠","0x9de0","fa7d","yú","鳥","22","null","鷠","QOWO"
"鷡","0x9de1","fa7e","wú","鳥","23","null","鷡","RLGO"
"鷢","0x9de2","fa80","jué","鳥","23","null","鷢","DUBO"
"鷣","0x9de3","fa81","yín","鳥","23","null","鷣","SJWO"
"鷤","0x9de4","fa82","tí","鳥","23","null","鷤","KKJO"
"鷥","0x9de5","fa83","sī","鳥","23","null","null","XXIO"
"鷦","0x9de6","fa84","jiāo","鳥","23","null","null","WYOO"
"鷧","0x9de7","fa85","yì","鳥","23","null","鷧","FPGO"
"鷨","0x9de8","fa86","huá","鳥","21","null","鷨","AGAO"
"鷩","0x9de9","fa87","bì","鳥","22","水","鷩","UMIO"
"鷪","0x9dea","fa88","yīng","鳥","23","null","鷪","HHPO"
"鷫","0x9deb","fa89","sù","鳥","24","null","null","VHTO"
"鷬","0x9dec","fa8a","huáng","鳥","22","null","鷬","AMWO"
"鷭","0x9ded","fa8b","fán","鳥","23","null","鷭","TOLO"
"鷮","0x9dee","fa8c","jiāo","鳥","23","null","鷮","TDKO"
"鷯","0x9def","fa8d","liáo","鳥","23","null","null","DUJO"
"鷰","0x9df0","fa8e","yàn","鳥","23","null","鷰","AUKO"
"鷱","0x9df1","fa8f","gāo","鳥","23","null","鷱","THIO"
"鷲","0x9df2","fa90","jiù","鳥","23","null","null","YIDO"
"鷳","0x9df3","fa91","xián","鳥","23","null","null","UEWO"
"鷴","0x9df4","fa92","xián","鳥","23","null","鷴","USWO"
"鷵","0x9df5","fa93","tú","鳥","22","null","鷵","NFTO"
"鷶","0x9df6","fa94","mǎi","鳥","23","null","鷶","LMWO"
"鷷","0x9df7","fa95","zūn","鳥","23","null","鷷","USGO"
"鷸","0x9df8","fa96","yù","鳥","23","null","null","CBTO"
"鷹","0x9df9","fa97","yīng","鳥","24","null","null","YWWO"
"鷺","0x9dfa","fa98","lù","鳥","24","null","null","KHTO"
"鷻","0x9dfb","fa99","tuán","鳥","23","null","鷻","WVGT"
"鷼","0x9dfc","fa9a","xián","鳥","23","null","鷼","UJWO"
"鷽","0x9dfd","fa9b","xué","鳥","24","null","鷽","WFQO"
"鷾","0x9dfe","fa9c","yì","鳥","24","null","鷾","UJNO"
"鷿","0x9dff","fa9d","pì","鳥","24","null","鷿","NKUO"
"鸀","0x9e00","fa9e","zhǔ","鳥","24","null","鸀","LQJO"
"鸁","0x9e01","fa9f","luó","鳥","24","null","鸁","YNKY"
"鸂","0x9e02","faa0","xī","鳥","24","null","鸂","IEXO"
"鸃","0x9e03","fb40","yì","鳥","24","null","鸃","WVGT"
"鸄","0x9e04","fb41","jī","鳥","24","null","鸄","RYTO"
"鸅","0x9e05","fb42","zé","鳥","24","null","鸅","LFUO"
"鸆","0x9e06","fb43","yú","鳥","24","null","鸆","HAKO"
"鸇","0x9e07","fb44","zhān","鳥","24","null","null","YLKO"
"鸈","0x9e08","fb45","yè","鳥","24","null","鸈","OGUO"
"鸉","0x9e09","fb46","yáng","鳥","24","null","鸉","SJGO"
"鸊","0x9e0a","fb47","pì","鳥","24","null","null","NKUO"
"鸋","0x9e0b","fb48","níng","鳥","25","null","鸋","PNLO"
"鸌","0x9e0c","fb49","hù","鳥","24","null","null","WVGC"
"鸍","0x9e0d","fb4a","mí","鳥","25","null","鸍","GWMO"
"鸎","0x9e0e","fb4b","yīng","鳥","25","null","鸎","MMWO"
"鸏","0x9e0f","fb4c","méng","鳥","24","null","null","APGO"
"鸐","0x9e10","fb4d","dí","鳥","25","null","鸐","NWYO"
"鸑","0x9e11","fb4e","yuè","鳥","25","null","鸑","QTYO"
"鸒","0x9e12","fb4f","yù","鳥","24","null","鸒","WFGO"
"鸓","0x9e13","fb50","lěi","鳥","26","null","鸓","LLLO"
"鸔","0x9e14","fb51","bǔ","鳥","26","null","鸔","WVGI"
"鸕","0x9e15","fb52","lú","鳥","27","null","null","null"
"鸖","0x9e16","fb53","hè","鳥","27","null","鸖","FWYO"
"鸗","0x9e17","fb54","lóng","鳥","27","null","鸗","UEGO"
